x,y,std
6.019,166.55669515023507,93.72802515340871
7.019,200.80317636843245,106.51236148634307
8.019,246.2898815667498,133.25800818468838
9.019,293.1913233570453,149.33591834540186
10.019,328.98310242803785,167.12373372103207
11.019,363.2353317866394,179.65989520686247
12.019,405.18522014013735,198.85510401838172
13.019,425.9897386807273,206.48281984339607
14.019,439.24924714517203,198.02285944253344
15.019,458.5795831336996,214.69070532047476
16.019,480.20360127244635,224.76935131835126
17.019,494.597402527255,213.96722205388033
18.019,498.87114843239465,223.4955831229293
19.019,521.3068365593356,219.63371672930128
20.019,529.5869875025601,221.53327542228308
21.019,547.2236136781116,231.58248652684944
22.019,563.696527714605,237.42283268265248
23.019,552.9230531204462,223.62357317420202
24.019,565.4913619367217,211.5617045970187
25.019,587.4478828773422,214.0009542770288
26.019,603.8577243654147,203.8474666765578
27.019,621.5715865996157,182.53202264599403
28.019,646.0875762917472,176.2847262248497
29.019,687.92972942966,171.40326722910083
30.019,696.8169724463826,174.24209652410374
31.019,704.59072650197,159.0377382579948
32.019,709.6864837114106,136.9158739375473
33.019,726.75004017045,124.6422581491592
34.019,744.6181056874503,138.48120566753468
35.019,770.8124291810307,147.27083975259856
36.019,776.1076221941403,164.36417634249966
37.019,809.1129676487147,204.17751886055925
38.019,846.8761579388723,276.58360139896905
39.019,885.8597107865718,337.6092819109007
40.019,896.7772110204473,343.785481948619
41.019,915.7850003506042,349.5634113242796
42.019,989.2100731366651,399.91666977697525
43.019,1050.22549486241,461.4063289300494
44.019,1161.4630803259365,555.6708144552712
45.019,1261.9440743669973,635.4755163089842
46.019,1357.9208894786605,720.2167284088833
47.019,1463.9952374208528,786.4660246512857
48.019,1529.8995785217044,811.6419577302662
49.019,1590.6280268274338,786.1953897422269
50.019,1702.038712337387,799.3765045913175
51.019,1836.1158825602927,864.5576277872123
52.019,1982.2465333205503,917.1848073184585
53.019,2055.760457964148,957.4535972598886
54.019,2159.398340551823,988.0771906296145
55.019,2204.501890326049,983.0066697867526
56.019,2300.4851973205027,956.3288765044975
57.019,2368.3830758926806,935.6950841923139
58.019,2441.021450461925,919.0501124685037
59.019,2532.8496872034175,917.4094122004551
60.019,2631.8974057607847,899.8865980319002
61.019,2696.5949299541744,831.5266987098559
62.019,2757.887175789981,780.3271209365868
63.019,2793.4220268668,733.7512366745498
64.019,2848.865320947942,722.2036534841111
65.019,2911.891349603868,665.6948819429259
66.019,2954.713077785559,649.4171090675272
67.019,2960.3804537372416,642.8995804706108
68.019,3012.089280382829,585.9865578791888
69.019,3059.4967180707013,532.4030539603241
70.019,3079.6701490399355,529.3720842773836
71.019,3097.892449487196,539.8796811149166
72.019,3051.817290052335,596.2679716724925
73.019,3009.7129324267753,649.0741926346221
74.019,3004.7476133655255,685.4570677271639
75.019,3034.033712542715,641.5317679392214
76.019,3057.4884268113988,610.7979046147286
77.019,3100.957172770997,541.9379528578362
78.019,3144.214313417383,480.7234787982946
79.019,3123.139652382685,523.0612936849298
80.019,3100.7642178737224,565.437398419384
81.019,3140.342106648311,508.8428286417458
82.019,3166.8551190278067,465.404475238735
83.019,3198.2530149238405,464.2000436725411
84.019,3236.158982292611,439.8800321367588
85.019,3239.4926549286693,450.79148644924226
86.019,3259.2674611039834,425.9426561973929
87.019,3193.802671485277,507.49844199612176
88.019,3198.575320040937,510.5568796549026
89.019,3201.4235810420096,512.6466628229141
90.019,3199.4579995225495,526.9106173964879
91.019,3185.9152194851304,521.5140865145704
92.019,3177.1794170815183,536.5496623586998
93.019,3180.6317486753064,535.9855012289516
94.019,3190.7440801721746,509.23504665746304
95.019,3200.670073146266,484.6060245672514
96.019,3240.8307784008603,412.58951230012104
97.019,3241.513534093009,411.16297438633956
98.019,3312.109190836568,332.00938415716155
99.019,3313.391723916222,333.06107074817913
100.019,3315.123770504461,334.0247739875198
101.019,3319.864129637713,324.1405740113281
102.019,3333.3521466865836,340.68076923126915
103.019,3345.5118728887137,326.0839308716686
104.019,3308.4290487883936,390.14430622503846
105.019,3337.2870305526153,353.2011344286517
106.019,3358.9580157501096,322.9471576803933
107.019,3360.3477801481986,322.0990813281159
108.019,3324.717707585334,393.5775095120304
109.019,3326.6681407749256,392.0707634847019
110.019,3325.797959785361,388.5892840522661
111.019,3325.6939763646633,386.41947465350364
112.019,3359.7831170328263,328.55673852896473
113.019,3399.757685380866,263.32703805136947
114.019,3398.8326072207146,261.27780515959597
115.019,3403.3042723956833,252.07456424414366
116.019,3341.7533123688363,322.68879830056323
117.019,3346.021507956494,324.18607949267357
118.019,3347.3600299797613,325.0106401170799
119.019,3385.9980724602383,255.5633173310652
120.019,3350.804520129656,311.54064415715766
121.019,3321.0642746279345,367.9621230228764
122.019,3313.4734053739667,394.7478710182893
123.019,3277.313579040496,451.9613386430019
124.019,3277.624421399634,452.63062583892486
125.019,3279.7802650655235,454.98605755760417
